stock_id,mean,std,count
132,-0.11168948625329805,6.880068555801741,26455
23,-0.10647191911502552,6.921412616764411,26455
71,-0.10320670011476092,8.448218131723134,26455
48,-0.09732594830013229,7.4797131719098395,26455
12,-0.09137007807824608,6.081251200043727,26455
176,-0.08676176585564166,8.968452451892047,26455
159,-0.08618906041814402,9.032158882402406,26455
102,-0.08404383285679373,11.833495321085818,10230
29,-0.08032137789351729,7.346372240621563,26455
99,-0.07873809927791665,8.548147639521114,26400
69,-0.0763732728545045,12.506922913515412,24420
26,-0.07429656521432622,7.20238031413522,26455
50,-0.07189088235898697,9.127590280155841,26455
46,-0.05921000014972596,9.665176438003575,26455
95,-0.05877784243383104,6.985514741957923,26455
123,-0.05592285662275562,6.130373868061919,26455
75,-0.05372619242317142,6.177277280905999,26455
54,-0.05192721663659044,6.927854564289666,26455
170,-0.05071739382457003,6.3490238260889855,26455
76,-0.04869975646709506,7.237369691483741,26455
162,-0.04413679496390096,9.810275330996847,26455
178,-0.038855132110905306,8.680427174076161,26455
183,-0.03859862033373653,7.288438133365843,26455
118,-0.036858629393574,11.230677867129302,26455
100,-0.03621963980665281,17.514354806916376,26455
126,-0.035024888564316764,6.725797658732943,26455
58,-0.03447464641833302,6.925247287357802,26455
194,-0.032751306375883575,9.120194257859177,26455
173,-0.02339338585515026,9.763061400234227,26455
55,-0.018045034242487244,5.219139962938676,26455
98,-0.016453227198639203,9.025759452346675,26455
158,-0.010945399552727266,16.991551078386046,26400
138,-0.009372363052315256,11.85496097462544,26455
106,-0.00592666827098847,6.217183964930884,26455
47,-0.004884674533963335,7.800756304375764,26455
120,-0.004754627704668306,7.424602843760058,26455
5,-0.004130354664449061,12.756494414538668,26455
15,0.002224260733887731,8.70131697321198,26455
83,0.005870228813305614,6.350615036760415,26455
141,0.006130545482101679,6.978123739242522,26455
142,0.008477443318540915,9.123329263135618,26455
62,0.016895136107730097,12.156644014810881,26455
74,0.020215716314534112,9.101020842789593,26455
2,0.02500785742354942,10.97960041543215,26455
154,0.025828041321413718,6.972347565547609,26455
88,0.030419749121527125,7.203072418584176,26455
101,0.03941017071860587,14.174681951783075,26454
177,0.03985028457886977,14.675305437482367,26455
108,0.04062693155516915,11.142260285092595,26455
182,0.0424274219086751,7.316549152190465,26455
45,0.050374497998714796,4.848838224031063,26455
6,0.05147455227779247,8.893439743489665,26455
185,0.0561271399057267,7.770346567600047,26455
157,0.05834908227336987,6.927042693910959,26455
103,0.06190839466543186,9.604330990756354,26455
17,0.06302402054991495,8.592792472682543,26455
93,0.06548197180778681,9.702485522783764,26455
135,0.06571818080570532,12.270061662911813,15950
19,0.06802110258320102,12.503539412955567,26454
57,0.0704363523002457,8.142028000192235,26455
113,0.07110893846320165,7.145456443190702,26455
190,0.0739096233042903,8.59132318953883,26455
60,0.08014408263190323,9.09470418687291,26455
14,0.08136012381542243,6.087624716345402,26455
22,0.0826145140980155,9.237649960893819,26455
196,0.090782211612852,7.213801893229167,26455
107,0.09178150785673786,12.168395509222783,26455
56,0.09597640867197126,10.894911954686517,26455
115,0.09808910229087128,9.376972284438098,26455
184,0.09861877292663013,10.436022598718896,26455
80,0.10076886711570592,14.707759821634108,26455
91,0.11461669886127385,9.478202608138279,26455
96,0.11545808352557173,9.371709156743433,26455
197,0.12696539435913815,8.6745327141186,26455
112,0.13083617034609715,4.827513979620953,26455
199,0.13237260979426324,9.060902123057055,21615
131,0.14033803624133365,7.806374332206338,26424
94,0.14332131295104894,11.121596393654986,26455
82,0.14557103222562842,22.004509502752146,26455
193,0.14770708980597239,6.388613358131834,26455
169,0.14793045743643923,6.655057259198207,26455
78,0.15049955983613492,13.613656645978738,26235
127,0.1512083424933283,12.202731569150556,26455
145,0.15272728636065017,8.510045581605837,26455
61,0.15276538314734456,11.947929487434008,26455
111,0.15763946992791533,10.757861954626712,26455
31,0.15866887407673408,20.202132581888982,26455
7,0.16116989873623133,8.344568929392729,26455
33,0.16225467970565108,9.905948015871163,26455
192,0.17287243898892457,7.0363155425087385,26455
79,0.17381642838042421,11.550668043484714,16500
87,0.1762725097327159,10.441724651220767,26455
122,0.19263664536068797,8.014508921053784,26455
13,0.20322657956885276,8.133347417877467,26455
168,0.20413397721840862,5.8773521896086764,26455
129,0.21750862287227365,17.269952453897293,26455
18,0.21810009306887165,12.654045477563782,26455
51,0.21891804894360234,11.430514020080201,26455
41,0.23402157525874126,8.043086881418207,26455
86,0.24111282786701946,17.981216754218345,26455
125,0.24192161153347191,11.109048438779663,26455
188,0.24317520704290305,11.761595713910657,26455
59,0.2683820167239085,10.708921008225898,26455
174,0.2743615583158193,17.77850014084403,26455
40,0.2776608969240597,9.166232988859813,26455
70,0.32462791535849556,16.43965316473986,26455
161,0.33327771927469285,13.881914406844986,26455
42,0.37970159336503495,13.059653800889954,26455
191,0.40975943393728975,8.549504704515213,26455
156,0.4228396734951679,14.086228405444293,24420
67,0.46102790053286713,11.051370799720932,26455
180,0.5236201208783217,14.41350617886105,26455
92,0.5507982592697411,17.907262059400225,26455
11,0.6218029478069551,16.0805619963087,26455
